timestamp,outdoor_temperature,outdoor_humidity,precipitation,wind_speed,inside_temperature,inside_humidity,sleep time,sleep_stage,sleep_score
2026/3/1 1:38,7.91,82,0,3.13,19.7,45,8.7,Core,3
2026/3/1 1:53,7.9,83,0,3.6,19.8,44,8.7,Core,3
2026/3/1 2:08,7.9,83,0,3.6,19.8,44,8.7,Deep,4
2026/3/1 2:23,7.9,83,0,3.6,19.7,44,8.7,Deep,4
2026/3/1 2:38,7.82,83,0,4.12,19.5,45,8.7,Core,3
2026/3/1 2:53,7.86,83,0,4.12,19.2,45,8.7,Deep,4
2026/3/1 3:08,7.91,83,0,4.12,18.9,45,8.7,Core,3
2026/3/1 3:23,7.87,83,0,3.6,18.8,45,8.7,REM,2
2026/3/1 3:38,7.84,83,0,3.6,18.7,46,8.7,Core,3
2026/3/1 3:53,7.84,83,0,3.6,18.7,46,8.7,REM,2
2026/3/1 4:08,7.91,83,0,3.6,18.6,46,8.7,Core,3
2026/3/1 4:23,7.94,83,0,3.6,18.6,47,8.7,Deep,4
2026/3/1 4:38,7.91,84,0,3.13,18.5,47,8.7,Core,3
2026/3/1 4:53,7.91,84,0,3.09,18.5,47,8.7,REM,2
2026/3/1 5:08,7.86,84,0,3.09,18.6,47,8.7,Core,3
2026/3/1 5:23,7.95,85,0,4.12,18.6,47,8.7,REM,2
2026/3/1 5:38,8.07,85,0,4.12,18.6,47,8.7,Core,3
2026/3/1 5:53,8.31,85,0,3.09,18.7,47,8.7,Core,3
2026/3/1 6:08,8.26,86,0,3.09,18.7,48,8.7,REM,2
2026/3/1 6:23,8.37,86,0,3.13,18.7,48,8.7,Core,3
2026/3/1 6:38,8.5,87,0,3.09,18.7,48,8.7,REM,2
2026/3/1 6:53,8.57,87,0,4.12,18.7,48,8.7,Core,3
2026/3/1 7:08,8.57,88,0,4.12,18.7,49,8.7,REM,2
2026/3/1 7:23,8.52,89,0,4.63,18.7,50,8.7,Core,3
2026/3/1 7:38,8.45,90,0,4.63,18.6,50,8.7,Core,3
2026/3/1 7:54,8.56,91,0,4.63,18.6,51,8.7,REM,2
2026/3/1 8:09,8.59,91,0,4.63,18.6,51,8.7,Core,3
2026/3/1 8:24,8.96,90,0,4.12,18.6,52,8.7,REM,2
2026/3/1 8:39,9.08,90,0,4.12,18.6,52,8.7,Core,3
2026/3/1 8:54,9.43,89,0,4.12,18.6,52,8.7,REM,2
2026/3/1 9:09,9.65,88,0,3.13,18.5,52,8.7,Core,3
2026/3/1 9:24,9.93,87,0,4.47,18.6,52,8.7,Core,3
2026/3/1 9:39,10.15,86,0,5.14,18.5,52,8.7,REM,2
2026/3/1 9:54,10.29,86,0,5.14,18.6,52,8.7,Core,3
2026/3/1 10:09,10.27,87,0,4.63,18.6,52,8.7,REM,2
