timestamp,outdoor_temperature,outdoor_humidity,precipitation,wind_speed,inside_temperature,inside_humidity,sleep time,sleep_stage,sleep_score
2026/3/10 0:53,8.93,91,0,3.58,20.7,49,8.12,Core,3
2026/3/10 1:08,8.91,92,0,2.68,20.5,50,8.12,Deep,4
2026/3/10 1:23,8.98,91,0,5.14,20.5,50,8.12,Deep,4
2026/3/10 1:38,8.93,91,0,5.14,20.5,50,8.12,Core,3
2026/3/10 1:53,8.98,91,0,2.57,20.4,50,8.12,REM,2
2026/3/10 2:08,9.01,91,0,2.57,20.4,50,8.12,Core,3
2026/3/10 2:23,9.01,91,0,2.68,20.4,49,8.12,Deep,4
2026/3/10 2:38,9.12,91,0,2.57,20.4,49,8.12,Core,3
2026/3/10 2:53,9.11,91,0,3.13,20.3,49,8.12,REM,2
2026/3/10 3:08,9.14,90,0,2.57,20.2,49,8.12,Core,3
2026/3/10 3:23,9.22,90,0,2.57,20.2,49,8.12,Deep,4
2026/3/10 3:38,9.28,90,0,2.57,20.2,49,8.12,Core,3
2026/3/10 3:53,9.31,90,0,5.14,20.2,49,8.12,REM,2
2026/3/10 4:08,9.21,90,0,3.09,20.2,49,8.12,Core,3
2026/3/10 4:23,9.17,90,0,3.09,20.2,49,8.12,Core,3
2026/3/10 4:38,9.15,90,0,3.09,20.1,49,8.12,Deep,4
2026/3/10 4:53,9.1,89,0,1.54,20.1,49,8.12,Core,3
2026/3/10 5:09,9.17,89,0,2.24,20.1,49,8.12,REM,2
2026/3/10 5:24,8.9,90,0,1.54,20.1,49,8.12,Core,3
2026/3/10 5:39,8.96,90,0,1.54,20.1,49,8.12,Deep,4
2026/3/10 5:54,8.43,91,0,1.54,20.2,49,8.12,Core,3
2026/3/10 6:09,8.35,91,0,1.54,20.2,49,8.12,REM,2
2026/3/10 6:24,8.52,91,0,2.06,20.3,49,8.12,Core,3
2026/3/10 6:39,8.79,91,0,1.54,20.3,49,8.12,REM,2
2026/3/10 6:54,8.86,91,0,1.54,20.3,49,8.12,Core,3
2026/3/10 7:09,8.87,91,0,1.79,20.3,49,8.12,REM,2
2026/3/10 7:24,9.07,91,0,2.06,20.3,49,8.12,Core,3
2026/3/10 7:39,9.15,91,0,2.06,20.3,49,8.12,Core,3
2026/3/10 7:54,9.24,90,0,2.24,20.4,49,8.12,REM,2
2026/3/10 8:09,9.35,91,0,1.54,20.4,49,8.12,Core,3
2026/3/10 8:24,9.61,90,0,3.13,20.4,49,8.12,REM,2
2026/3/10 8:39,9.74,88,0,3.58,20.4,49,8.12,Core,3
