timestamp,outdoor_temperature,outdoor_humidity,precipitation,wind_speed,inside_temperature,inside_humidity,sleep time,sleep_stage,sleep_score
2026/3/11 2:14,9.67,90,0,6.17,19.7,46,7.37,Core,3
2026/3/11 2:29,9.75,90,0,6.17,19.8,46,7.37,Deep,4
2026/3/11 2:44,9.85,90,0.21,5.66,19.9,46,7.37,Core,3
2026/3/11 2:59,9.85,91,0.17,5.66,20,46,7.37,Deep,4
2026/3/11 3:14,9.8,91,0.15,5.36,20,46,7.37,Core,3
2026/3/11 3:29,9.94,91,0.37,5.14,20,47,7.37,REM,2
2026/3/11 3:44,10.03,92,0,5.14,19.9,47,7.37,Core,3
2026/3/11 4:00,10.05,91,0.15,5.14,19.8,47,7.37,Deep,4
2026/3/11 4:15,10.08,91,0,6.69,19.8,47,7.37,Core,3
2026/3/11 4:30,10.11,92,0,6.69,19.8,47,7.37,REM,2
2026/3/11 4:45,10.35,91,0,5.14,19.8,47,7.37,Core,3
2026/3/11 5:00,10.43,92,0.42,5.14,19.8,47,7.37,Core,3
2026/3/11 5:15,10.46,91,0,4.63,19.7,47,7.37,REM,2
2026/3/11 5:30,10.33,92,0,4.63,19.7,47,7.37,Core,3
2026/3/11 5:45,10.25,89,0,5.14,19.6,47,7.37,REM,2
2026/3/11 6:00,10.16,88,0,5.14,19.6,48,7.37,Core,3
2026/3/11 6:15,9.67,85,0,4.47,19.5,48,7.37,Deep,4
2026/3/11 6:30,9.63,85,0,2.68,19.4,48,7.37,Core,3
2026/3/11 6:45,9.34,84,0,6.17,19.3,48,7.37,REM,2
2026/3/11 7:00,9.18,84,0,6.17,19.3,49,7.37,Core,3
2026/3/11 7:15,9.14,84,0,7.2,19.2,49,7.37,REM,2
2026/3/11 7:30,9.24,83,0,7.2,19.2,49,7.37,Core,3
2026/3/11 7:45,9.24,83,0,6.17,19.2,50,7.37,Core,3
2026/3/11 8:00,9.34,82,0,6.17,19.2,50,7.37,REM,2
2026/3/11 8:15,9.4,82,0,6.17,19.3,50,7.37,Core,3
2026/3/11 8:30,9.46,81,0,6.17,19.3,50,7.37,REM,2
2026/3/11 8:45,9.49,81,0,6.17,19.4,50,7.37,Core,3
2026/3/11 9:00,9.88,79,0,7.2,19.4,51,7.37,Core,3
2026/3/11 9:15,10.2,77,0,6.17,19.4,51,7.37,REM,2
