timestamp,outdoor_temperature,outdoor_humidity,precipitation,wind_speed,inside_temperature,inside_humidity,sleep time,sleep_stage,sleep_score
2026/3/5 2:42,6.51,93,0,2.57,19.9,55,5.35,Core,3
2026/3/5 2:57,6.26,93,0,2.57,20,55,5.35,Deep,4
2026/3/5 3:12,6.4,92,0,2.57,20.3,54,5.35,Deep,4
2026/3/5 3:27,6.2,93,0,2.06,20.7,53,5.35,Deep,4
2026/3/5 3:42,6.21,92,0,2.57,21.1,52,5.35,Core,3
2026/3/5 3:57,6.2,92,0,2.57,21.4,51,5.35,REM,2
2026/3/5 4:12,5.95,95,0,3.09,21.5,50,5.35,Core,3
2026/3/5 4:27,5.95,95,0,3.09,21.5,50,5.35,REM,2
2026/3/5 4:42,5.76,93,0,2.57,21.4,50,5.35,Core,3
2026/3/5 4:57,6.01,90,0,2.57,21.4,49,5.35,REM,2
2026/3/5 5:12,5.95,91,0,2.06,20.7,48,5.35,Core,3
2026/3/5 5:27,5.86,92,0,2.06,20.7,48,5.35,Core,3
2026/3/5 5:42,5.87,91,0,2.06,20.7,48,5.35,REM,2
2026/3/5 5:57,5.95,89,0,2.06,20.6,48,5.35,Core,3
2026/3/5 6:12,6.23,88,0,2.57,20.6,48,5.35,REM,2
2026/3/5 6:27,5.96,89,0,2.57,20.6,48,5.35,Core,3
2026/3/5 6:42,5.87,90,0,2.06,20.5,48,5.35,Core,3
2026/3/5 6:57,5.65,92,0,2.06,20.5,48,5.35,REM,2
2026/3/5 7:12,5.68,92,0,2.57,20.4,48,5.35,Core,3
2026/3/5 7:27,5.8,92,0,2.57,20.4,48,5.35,Core,3
2026/3/5 7:42,6.2,89,0,1.54,20.3,48,5.35,Core,3
