timestamp,outdoor_temperature,outdoor_humidity,precipitation,wind_speed,inside_temperature,inside_humidity,sleep time,sleep_stage,sleep_score
2026/3/6 0:28,10.38,82,0,1.03,22,48,6.6,Core,3
2026/3/6 0:43,10.42,83,0,2.06,21.9,48,6.6,Deep,4
2026/3/6 0:58,10.31,83,0,2.06,21.9,48,6.6,Core,3
2026/3/6 1:13,9.67,85,0,1.54,22,48,6.6,Deep,4
2026/3/6 1:28,9.79,85,0,1.54,21.9,48,6.6,Deep,4
2026/3/6 1:43,9.52,85,0,2.06,21.9,48,6.6,Core,3
2026/3/6 1:58,9.32,86,0,2.06,21.8,48,6.6,REM,2
2026/3/6 2:13,9.24,86,0,0.51,21.8,47,6.6,Core,3
2026/3/6 2:28,8.99,88,0,0.51,21.7,47,6.6,Deep,4
2026/3/6 2:43,8.9,88,0,0.51,21.6,47,6.6,Core,3
2026/3/6 2:58,8.81,88,0,0.51,21.6,47,6.6,REM,2
2026/3/6 3:13,8.77,88,0,1.03,21.6,47,6.6,Core,3
2026/3/6 3:28,8.96,88,0,1.03,21.6,47,6.6,Core,3
2026/3/6 3:43,9.03,88,0,0.51,21.6,47,6.6,Deep,4
2026/3/6 3:58,9.24,87,0,0.51,21.5,47,6.6,Core,3
2026/3/6 4:14,9.02,87,0,1.03,21.5,47,6.6,Deep,4
2026/3/6 4:29,9.02,87,0,1.03,21.5,47,6.6,Core,3
2026/3/6 4:44,8.88,88,0,1.03,21.4,47,6.6,REM,2
2026/3/6 4:59,8.9,89,0,1.03,21.3,47,6.6,Core,3
2026/3/6 5:14,9.04,89,0,0.51,21.3,47,6.6,Deep,4
2026/3/6 5:29,9.36,88,0,0.51,21.2,48,6.6,Core,3
2026/3/6 5:44,9.34,88,0,1.03,21.2,48,6.6,REM,2
2026/3/6 5:59,9.5,88,0,1.03,21.2,47,6.6,Core,3
2026/3/6 6:14,9.5,88,0,1.03,21.1,47,6.6,Core,3
2026/3/6 6:29,9.32,88,0,1.03,21.2,47,6.6,Core,3
2026/3/6 6:44,9.31,88,0,0.51,21.2,47,6.6,Core,3
